object_id,y,x,green_id,red_id,status,area,green_peak,red_peak
1,11.379506503486802,172.88035875911612,1,0,live_only,134,221.4219882972983,0.0
2,38.65179963684621,87.22309939730592,2,4,double_positive,60,51.918138780826474,16.726794728215555
3,40.25478417352608,445.67957604334316,3,0,live_only,31,12.953160586015098,0.0
4,46.49191940106542,584.4436235337132,4,0,live_only,76,12.563843000295284,0.0
5,47.16582789824954,351.89677082250137,5,0,live_only,80,36.475172575361285,0.0
6,64.24839449153376,552.5034062248146,6,0,live_only,99,41.524211950892784,0.0
7,67.7253730581391,419.8074288106722,7,0,live_only,79,18.97647533376753,0.0
8,70.79635410666094,580.6138276014229,8,0,live_only,85,140.76491610379264,0.0
9,66.86809131556875,151.3906403055397,9,6,double_positive,39,10.377952596570056,9.785089169551656
10,72.32344612097438,688.1479323024611,10,0,live_only,112,74.16319564432855,0.0
11,86.063156202371,481.37306837951553,11,0,live_only,77,55.24677477633943,0.0
12,87.73756341792696,11.103515249897127,12,10,double_positive,88,37.49975262415089,4.27058196120017
13,93.3664779821675,429.81348906413535,13,12,double_positive,37,24.10208293102845,24.687038899394654
14,97.6700578260793,230.29766135565023,14,13,double_positive,38,41.03501833541143,30.670625795693464
15,104.59584472226346,871.0817945538364,15,0,live_only,98,32.12197570374205,0.0
16,108.22898847544725,964.2902774226153,16,0,live_only,98,32.36988283149918,0.0
17,107.08879541118851,361.0076679792831,17,18,double_positive,30,14.148104388970536,5.90725539542715
18,108.52822644968141,430.513412953582,18,19,double_positive,42,20.81203040073549,14.374719356533422
19,115.41311982817224,606.7844693067842,19,0,live_only,20,12.332481280698346,0.0
20,134.83444516484226,904.3650782450271,20,0,live_only,58,20.295382014624128,0.0
21,138.0921837091333,357.8921215968192,21,0,live_only,48,12.727967766406945,0.0
22,138.32050547089216,618.9322063345893,22,0,live_only,53,16.742444964330566,0.0
23,143.25323278026283,819.7714162977102,23,0,live_only,101,212.4032305871156,0.0
24,150.8119036859698,270.9958400435756,24,0,live_only,110,233.87552203321744,0.0
25,152.66378624844774,566.2659808242943,25,0,live_only,88,134.72985223028348,0.0
26,156.93665023916446,425.77098207773776,26,0,live_only,117,225.65563628195136,0.0
27,160.73756836830765,609.574891688342,27,0,live_only,119,66.00336915261977,0.0
28,162.8474124868207,383.54321530117994,28,0,live_only,117,52.36889105164488,0.0
29,163.68738142567074,907.3165527318714,29,0,live_only,72,81.42045849992988,0.0
30,166.56104891515864,535.4119486469698,30,0,live_only,96,117.08921223052087,0.0
31,174.26199713202936,449.6802935249498,31,0,live_only,71,14.907923223818102,0.0
32,175.41831567422886,611.8848774736132,32,0,live_only,31,10.846640984193403,0.0
33,176.79963738235944,161.57778450588847,33,30,double_positive,44,11.789424503960703,14.888476652535813
34,184.03514466343336,488.32663134668974,34,0,live_only,125,185.95669492483927,0.0
35,183.4489918689979,989.2911215335316,35,32,double_positive,32,30.86782543133897,23.094499438487542
36,187.48871987879252,167.71360281226498,36,33,double_positive,32,31.104338392753643,37.90660293412113
37,199.5477289720163,347.79739347617647,37,0,live_only,85,130.9609349646216,0.0
38,199.52239824515593,541.8073984958822,38,36,double_positive,81,170.4230754255601,4.622892472559018
39,201.36289833104038,492.87299727339627,39,0,live_only,72,180.54692805211715,0.0
40,205.7678586257379,758.0459420020867,40,0,live_only,40,18.00505208466177,0.0
41,206.1518344838401,448.8573878926844,41,37,double_positive,37,22.21256564374763,21.36291934668645
42,207.70531192303793,623.1003978347086,42,0,live_only,30,12.6618605853552,0.0
